Document,Topic,Name,Top_n_words,Probability,Representative_document,index,nom,groupe,date_seance,nb_mots_approx,profession,titre,titre_complet,intervention,sexe,n_y_naissance,label,titre_regexed,contexte,proba_gauche
"Cette organisation tournée vers une prévention et une répression renforcées serait couplée avec autre structure pérenne composée de spécialistes : une cour de sûreté de l'État. Celle-ci jugerait les crimes terroristes et délits connexes comme des crimes de guerre, puisque guerre il y a.",52,52_sécurité_cybersécurité_sûreté_répression,sécurité - cybersécurité - sûreté - répression - précaution - terroristes - concitoyens - menace - composée - responsabiliser,0.053239476669430665,False,67219,Marine Le Pen,NI,2018-06-19,44,Avocate,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme > discussion générale,"Cette organisation tournée vers une prévention et une répression renforcées serait couplée avec autre structure pérenne composée de spécialistes : une cour de sûreté de l'État. Celle-ci jugerait les crimes terroristes et délits connexes comme des crimes de guerre, puisque guerre il y a.",F,0.6585365853658537,2.0,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme,0.85192513
"La Cour de sûreté de l'État, composée de magistrats professionnels, se prononcerait ainsi rapidement sur les culpabilités et fonctionnerait en parfaite complémentarité avec le Parquet national antiterroriste, dans une même unité de temps, de lieu et d'action. Pour les affaires nécessitant des investigations plus longues, elle statuerait sur saisine des juges d'instruction antiterroristes.",52,52_sécurité_cybersécurité_sûreté_répression,sécurité - cybersécurité - sûreté - répression - précaution - terroristes - concitoyens - menace - composée - responsabiliser,0.04346341023007171,False,67221,Marine Le Pen,NI,2018-06-19,53,Avocate,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme > discussion générale,"La Cour de sûreté de l'État, composée de magistrats professionnels, se prononcerait ainsi rapidement sur les culpabilités et fonctionnerait en parfaite complémentarité avec le Parquet national antiterroriste, dans une même unité de temps, de lieu et d'action. Pour les affaires nécessitant des investigations plus longues, elle statuerait sur saisine des juges d'instruction antiterroristes.",F,0.6585365853658537,2.0,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme,0.9513584
"Encore faut-il que des instructions de fermeté soient données. Je vous avoue, madame la garde des sceaux, que, lorsque nous apprenons que le chauffeur de Salah Abesdeslam a été libéré au motif que celui-ci l'avait déclaré non-coupable, on s'inquiète effectivement pour la sécurité de nos concitoyens !",76,76_confiance_école_défiance_loi,confiance - école - défiance - loi - sexualité - méfiance - nommé - directeurs - sceaux - dite,0.032598099881085835,False,67223,Marine Le Pen,NI,2018-06-19,47,Avocate,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme > discussion générale,"Encore faut-il que des instructions de fermeté soient données. Je vous avoue, madame la garde des sceaux, que, lorsque nous apprenons que le chauffeur de Salah Abesdeslam a été libéré au motif que celui-ci l'avait déclaré non-coupable, on s'inquiète effectivement pour la sécurité de nos concitoyens !",F,0.6585365853658537,2.0,discussion générale,moyens nécessaires à la participation du ministère de la justice à l'effort national de lutte contre le terrorisme,0.41731063
"Vous êtes depuis quelques minutes, les uns et les autres, d'une mauvaise foi totale ; en général, c'est quand on est en difficulté avec ses propres arguments.",15,15_propos_je_pas_ne,propos - je - pas - ne - vous - arguments - ai - invectives - que - ce,0.04639367803885894,False,67231,Marine Le Pen,NI,2018-07-03,27,Avocate,article 9 sexies,lutte contre la manipulation de l'information > article 9 sexies,"Vous êtes depuis quelques minutes, les uns et les autres, d'une mauvaise foi totale ; en général, c'est quand on est en difficulté avec ses propres arguments.",F,0.6585365853658537,2.0,Article X sexies,lutte contre la manipulation de l'information,0.5532227
"La volonté populaire, exprimée par le suffrage universel direct, doit retrouver la prééminence qui était la sienne. Pour atteindre cet objectif, nous souhaitons interdire que les dispositions constitutionnelles et législatives adoptées ou approuvées par la voie d'un référendum puissent être modifiées, privées d'effet ou abrogées autrement que par un référendum.",5,5_référendum_peuple_démocratie_assemblée,référendum - peuple - démocratie - assemblée - vote - populaire - initiative - élus - le - constitution,0.24294328529132853,False,67248,Marine Le Pen,NI,2018-07-13,50,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,"La volonté populaire, exprimée par le suffrage universel direct, doit retrouver la prééminence qui était la sienne. Pour atteindre cet objectif, nous souhaitons interdire que les dispositions constitutionnelles et législatives adoptées ou approuvées par la voie d'un référendum puissent être modifiées, privées d'effet ou abrogées autrement que par un référendum.",F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.73098636
"Pour que la démocratie représentative soit réellement la représentante des intérêts des Français, il faut que la Constitution protège l'expression de la volonté populaire sans aucune ambiguïté.",5,5_référendum_peuple_démocratie_assemblée,référendum - peuple - démocratie - assemblée - vote - populaire - initiative - élus - le - constitution,0.08293933890393917,False,67253,Marine Le Pen,NI,2018-07-13,27,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,"Pour que la démocratie représentative soit réellement la représentante des intérêts des Français, il faut que la Constitution protège l'expression de la volonté populaire sans aucune ambiguïté.",F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.59548163
"Alors que nous avions posé une question de principe, nous en arrivons aux détails de la vie de tel ou tel, de ses enfants binationaux ou trinationaux, ce dont nous nous moquons totalement.",9,9_enfant_filiation_père_enfants,enfant - filiation - père - enfants - pma - parents - couples - mère - femmes - femme,0.20127020759252343,False,67256,Marine Le Pen,NI,2018-07-16,33,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,"Alors que nous avions posé une question de principe, nous en arrivons aux détails de la vie de tel ou tel, de ses enfants binationaux ou trinationaux, ce dont nous nous moquons totalement.",F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.336797
"Sans compter que vous mélangez le problème que nous abordons par cet amendement avec la question de la naturalisation. Vous savez pourtant pertinemment que nous défendons la naturalisation : nous comptons même, d'ailleurs, lui rendre du contenu en la fondant sur le mérite – elle est en effet hélas, par habitude, devenue automatique.",36,36_immigration_régularisation_clandestins_question,immigration - régularisation - clandestins - question - 40 - régularisés - asile - 000 - nous - régularisations,0.09905196607313703,False,67257,Marine Le Pen,NI,2018-07-16,53,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,"Sans compter que vous mélangez le problème que nous abordons par cet amendement avec la question de la naturalisation. Vous savez pourtant pertinemment que nous défendons la naturalisation : nous comptons même, d'ailleurs, lui rendre du contenu en la fondant sur le mérite – elle est en effet hélas, par habitude, devenue automatique.",F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.5838501
"Monsieur Lambert, est-ce qu'à Cuba, on se comporte ainsi dans l'hémicycle ? Essayons de ne pas le faire ici, en France !",134,134_partageons_engueuler_exagérer_tombons,partageons - engueuler - exagérer - tombons - abusons - vis - pareils - nous - voudraient - groupes,1.0,False,67260,Marine Le Pen,NI,2018-07-16,22,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,"Monsieur Lambert, est-ce qu'à Cuba, on se comporte ainsi dans l'hémicycle ? Essayons de ne pas le faire ici, en France !",F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.86501056
Je regrette que ces questions importantes soient considérées comme dérisoires par des interventions tout à fait décalées – je dirais même : déplacées.,15,15_propos_je_pas_ne,propos - je - pas - ne - vous - arguments - ai - invectives - que - ce,0.17516379023965833,False,67264,Marine Le Pen,NI,2018-07-16,23,Avocate,avant l'article 1er,démocratie plus représentative responsable et efficace > avant l'article 1er,Je regrette que ces questions importantes soient considérées comme dérisoires par des interventions tout à fait décalées – je dirais même : déplacées.,F,0.6585365853658537,2.0,avant Article Xer,démocratie plus représentative responsable et efficace,0.730296
"Monsieur le président, nous avons appris ce matin que M. Benalla était titulaire d'un badge H… Il est incroyable, ce monsieur : chaque fois qu'on ouvre une porte, il est derrière. Il fait tout : il est responsable de la sécurité, conseiller politique, organisateur de voyages, coach sportif !",23,23_benalla_élysée_alexandre_badge,benalla - élysée - alexandre - badge - affaire - préfet - macron - police - cabinet - équipe,0.4593674411399431,False,67265,Marine Le Pen,NI,2018-07-21,49,Avocate,discussion des articles,démocratie plus représentative responsable et efficace > discussion des articles,"Monsieur le président, nous avons appris ce matin que M. Benalla était titulaire d'un badge H… Il est incroyable, ce monsieur : chaque fois qu'on ouvre une porte, il est derrière. Il fait tout : il est responsable de la sécurité, conseiller politique, organisateur de voyages, coach sportif !",F,0.6585365853658537,2.0,discussion des articles,démocratie plus représentative responsable et efficace,0.22665808
"Et, vous savez pourquoi ? Parce que vous êtes directement mis en cause dans cette affaire !",15,15_propos_je_pas_ne,propos - je - pas - ne - vous - arguments - ai - invectives - que - ce,0.03979322501578877,False,67269,Marine Le Pen,NI,2018-07-21,17,Avocate,discussion des articles,démocratie plus représentative responsable et efficace > discussion des articles,"Et, vous savez pourquoi ? Parce que vous êtes directement mis en cause dans cette affaire !",F,0.6585365853658537,2.0,discussion des articles,démocratie plus représentative responsable et efficace,0.5999485
"Eh oui, M. Crase est un employé d'En Marche. Eh oui, les mensonges destinés à couvrir M. Benalla ont aussi protégé M. Crase.",23,23_benalla_élysée_alexandre_badge,benalla - élysée - alexandre - badge - affaire - préfet - macron - police - cabinet - équipe,0.47787592780783283,False,67270,Marine Le Pen,NI,2018-07-21,23,Avocate,discussion des articles,démocratie plus représentative responsable et efficace > discussion des articles,"Eh oui, M. Crase est un employé d'En Marche. Eh oui, les mensonges destinés à couvrir M. Benalla ont aussi protégé M. Crase.",F,0.6585365853658537,2.0,discussion des articles,démocratie plus représentative responsable et efficace,0.4473103
"La nationalité continuera de pouvoir être acquise soit par la filiation, soit par la naturalisation, c'est-à-dire par le mérite. Cette Assemblée compte en son sein plusieurs députés qui ont obtenu la nationalité par le mérite – ils sont la preuve que c'est possible.",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.35885177767202747,False,67284,Marine Le Pen,NI,2018-07-26,43,Avocate,article 9 ter,immigration maîtrisée droit d'asile effectif et intégration réussie > article 9 ter,"La nationalité continuera de pouvoir être acquise soit par la filiation, soit par la naturalisation, c'est-à-dire par le mérite. Cette Assemblée compte en son sein plusieurs députés qui ont obtenu la nationalité par le mérite – ils sont la preuve que c'est possible.",F,0.6585365853658537,2.0,Article X ter,immigration maîtrisée droit d'asile effectif et intégration réussie,0.99554366
"Pour notre part, nous ne voulons plus attendre, précisément parce qu'il y a urgence pour un Français sur deux qui renonce à des soins parce qu'il n'en a plus les moyens.Madame la ministre, vous avez exprimé deux contre-vérités : c'est assez peu, en général, vous êtes capable de faire mieux que ça.",8,8_médecins_médecine_soins_hôpitaux,médecins - médecine - soins - hôpitaux - santé - patients - médicale - hôpital - plus - sont,0.0914800992234236,False,67304,Marine Le Pen,NI,2018-11-08,52,Avocate,article 39 et État b,projet de loi de finances pour 2019 > article 39 et État b,"Pour notre part, nous ne voulons plus attendre, précisément parce qu'il y a urgence pour un Français sur deux qui renonce à des soins parce qu'il n'en a plus les moyens.Madame la ministre, vous avez exprimé deux contre-vérités : c'est assez peu, en général, vous êtes capable de faire mieux que ça.",F,0.6585365853658537,2.0,Article X et État b,projet de loi de finances pour 2019,0.7972378
"Un sondage publié en 2017 révélait que 45 % des Français n'avaient pas confiance dans la justice. Sans confiance, la justice sera toujours soupçonnée d'arbitraire, ce qui n'est pas sans poser problème, surtout dans une démocratie.",5,5_référendum_peuple_démocratie_assemblée,référendum - peuple - démocratie - assemblée - vote - populaire - initiative - élus - le - constitution,0.07516891955843878,False,67311,Marine Le Pen,NI,2018-11-19,36,Avocate,discussion générale commune,programmation 2018-2022 et réforme de la justice > discussion générale commune,"Un sondage publié en 2017 révélait que 45 % des Français n'avaient pas confiance dans la justice. Sans confiance, la justice sera toujours soupçonnée d'arbitraire, ce qui n'est pas sans poser problème, surtout dans une démocratie.",F,0.6585365853658537,2.0,discussion générale commune,programmation 2018-2022 et réforme de la justice,0.7499444
"Si vous avez envie de prendre la parole, demandez-la, plutôt que de faire ce genre de commentaires !",61,61_micro_couvrez_aboyer_me,micro - couvrez - aboyer - me - parle - parler - règlement - fais - plutôt - faites,0.16372325534915042,False,67345,Marine Le Pen,NI,2018-11-23,18,Avocate,article 37,programmation 2018-2022 et réforme de la justice > article 37,"Si vous avez envie de prendre la parole, demandez-la, plutôt que de faire ce genre de commentaires !",F,0.6585365853658537,2.0,Article X,programmation 2018-2022 et réforme de la justice,0.59877783
"C'est inacceptable ! Ce monsieur ne cesse de prendre les gens à partie ! Faites donc respecter le règlement ! Ou alors, qu'il parle dans le micro !",61,61_micro_couvrez_aboyer_me,micro - couvrez - aboyer - me - parle - parler - règlement - fais - plutôt - faites,0.27458193700068123,False,67346,Marine Le Pen,NI,2018-11-23,28,Avocate,article 37,programmation 2018-2022 et réforme de la justice > article 37,"C'est inacceptable ! Ce monsieur ne cesse de prendre les gens à partie ! Faites donc respecter le règlement ! Ou alors, qu'il parle dans le micro !",F,0.6585365853658537,2.0,Article X,programmation 2018-2022 et réforme de la justice,0.7020912
"C'est faux. À partir du moment où il y a un accord bilatéral entre deux pays pour que l'étranger exécute sa peine dans son pays d'origine, il n'est pas nécessaire d'avoir l'autorisation du condamné.",17,17_asile_demandes_nationalité_pays,asile - demandes - nationalité - pays - france - étrangers - étranger - réfugié - française - territoire,0.20035450722103246,False,67379,Marine Le Pen,NI,2018-12-03,34,Avocate,après l'article 43 ter,programmation 2018-2022 et réforme de la justice > après l'article 43 ter,"C'est faux. À partir du moment où il y a un accord bilatéral entre deux pays pour que l'étranger exécute sa peine dans son pays d'origine, il n'est pas nécessaire d'avoir l'autorisation du condamné.",F,0.6585365853658537,2.0,après Article X ter,programmation 2018-2022 et réforme de la justice,0.9330957
"Bien sûr, la crainte est grande, même chez les défenseurs du projet de loi, que des considérations d'égalité n'ouvrent dès demain le débat sur la GPA, seul moyen pour deux hommes d'accéder également au statut de pères.",9,9_enfant_filiation_père_enfants,enfant - filiation - père - enfants - pma - parents - couples - mère - femmes - femme,1.0,False,67408,Marine Le Pen,NI,2019-09-24,37,Avocate,discussion générale,bioéthique > discussion générale,"Bien sûr, la crainte est grande, même chez les défenseurs du projet de loi, que des considérations d'égalité n'ouvrent dès demain le débat sur la GPA, seul moyen pour deux hommes d'accéder également au statut de pères.",F,0.6585365853658537,2.0,discussion générale,bioéthique,0.65644586
"En agissant ainsi, vous majorez le risque que le face-à-face annoncé par M. Collomb soit également social.",23,23_benalla_élysée_alexandre_badge,benalla - élysée - alexandre - badge - affaire - préfet - macron - police - cabinet - équipe,0.027731285104619918,False,67421,Marine Le Pen,NI,2019-11-05,17,Avocate,réforme des retraites,questions au gouvernement > réforme des retraites,"En agissant ainsi, vous majorez le risque que le face-à-face annoncé par M. Collomb soit également social.",F,0.6585365853658537,2.0,réforme des retraites,questions au gouvernement,0.007473104
"Cela n'est ni juste, ni raisonnable.Monsieur le Premier ministre, allez-vous renoncer à la réforme des retraites, et revenir…",0,0_impôt_csg_taxe_euros,impôt - csg - taxe - euros - sur - retraités - prélèvement - hausse - la - revenu,0.07094527588424242,False,67422,Marine Le Pen,NI,2019-11-05,18,Avocate,réforme des retraites,questions au gouvernement > réforme des retraites,"Cela n'est ni juste, ni raisonnable.Monsieur le Premier ministre, allez-vous renoncer à la réforme des retraites, et revenir…",F,0.6585365853658537,2.0,réforme des retraites,questions au gouvernement,0.016097458
"… à la mort : « Mon dieu ! C'est affreux ! Vous vous rendez compte ? On limite le droit des clandestins ! » Au reste, cette gauche se fout royalement des Français pauvres, dont un tiers ne parvient pas à se soigner correctement, car, au moment où nous parlons, ils ont moins de droits que les clandestins.",48,48_mayotte_mahorais_immigration_comoriens,mayotte - mahorais - immigration - comoriens - gens - personnes - veulent - comores - clandestins - 000,0.027199178753963146,False,67424,Marine Le Pen,NI,2019-11-07,59,Avocate,mission santé (état b),projet de loi de finances pour 2020 > mission santé (état b),"… à la mort : « Mon dieu ! C'est affreux ! Vous vous rendez compte ? On limite le droit des clandestins ! » Au reste, cette gauche se fout royalement des Français pauvres, dont un tiers ne parvient pas à se soigner correctement, car, au moment où nous parlons, ils ont moins de droits que les clandestins.",F,0.6585365853658537,2.0,mission santé (état b),projet de loi de finances pour 2020,0.8304015
